Class Confidence xmin ymin xmax ymax
0 0.79 187.19 424.81 209.43 465.28
0 0.75 144.26 298.25 162.54 339.48
0 0.75 188.52 347.95 211.44 396.21
0 0.73 141.02 431.44 160.90 467.01
0 0.70 142.30 363.33 161.71 401.04
0 0.69 189.76 282.84 211.76 328.55
0 0.69 144.84 235.76 163.00 276.34
0 0.65 101.35 436.48 119.95 470.66
0 0.52 102.93 367.01 120.57 407.45
